Title,Date,Rating,Description,Score,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Marvel Super Hero Squad: The Infinity Gauntlet,"Jun 24, 2008",E,"Marvel Super Hero Squad: The Infinity Gauntlet continues the excitement of the original Marvel Super Hero Squad with an all-new storyline that follows Season 2 of the hit animated TV series as shown on Cartoon Network.  Players can &quot;Hero Up&quot; with friends in cooperative play master the unique Factor Power of each of the Marvel heroes in three game modes: Story Mode, Freeplay Mode and Challenge Mode.  The game also boasts a brand new puzzle component, in which players will need to utilize the characters' unique abilities to move or destroy objects, traverse through certain environments, and summon specific strengths to overcome obstacles.  With new adventures, tricky puzzles, an expanded selection of Marvel Super Hero Squad members to unlock and play as, Marvel Super Hero Squad: The Infinity Gauntlet is set to thrill gamers from here to Super Hero City.",Metascore 55 out of 100,10663,Marvel Super Hero Squad: The Infinity Gauntlet,3DS,2011.0,Action,THQ,0.07,0.02,0.0,0.01,0.1
Code Lyoko: Quest for Infinity,"Dec 7, 2010",T,"Join the battle to save William – and Earth! Our heroes must struggle against the evil forces of X.A.N.A which has escalated it's attempts to take over the real world by creating Replika worlds. The only way to stop it is to destroy the Replikas. But our heroes soon realise that destroying the Replikas is useless – unless they destroy the supercomputer linked to it. Changing tactics, they realise they can use “Translation” to materialise in the labs that contain each supercomputer, which are hidden around the globe, protected by bosses. Each end-level boss is a guardian that exists in the physical world, and has been built or enhanced. The heroes must confront all the bosses and destroy all the supercomputers before achieving their ultimate goal of saving William. By scanning the Digital Sea, the heroes discover that the supercomputers sustaining the Replikas which they destroyed using the ""Chimera"" code are linked to a mysterious and dangerous Replika: the Volcano Replika. It soon becomes clear that this Replika contains the true core of X.A.N.A: a crater containing a number of towers. When they finally manage to destroy all the other supercomputers; they turn their entire efforts to the supercomputer in this Replika. They discover the tower controlling William in the crater on the Volcano Replika and manage to save him just before destroying the Replika, while destroying X.A.N.A at the same time! [The Game Factory]",Metascore 58 out of 100,10698,Code Lyoko: Quest for Infinity,Wii,2007.0,Action,Game Factory,0.07,0.02,0.0,0.01,0.1
RLH: Run Like Hell,"Feb 14, 2023",M,Run Like Hell puts you into the most suspenseful sci-fi adventure you can imagine. Try to stay alive and combat the danger that lurks around every dark corner. Intelligent alien foes learn from your actions to become even more dangerous. Some things are worse than death. [Interplay],Metascore 58 out of 100,10572,RLH: Run Like Hell,PS2,2002.0,Shooter,Virgin Interactive,0.05,0.04,0.0,0.01,0.1
Castlevania: Lords of Shadow 2,"May 27, 2014",E,"In Castlevania: Lords of Shadow, the origin of Dracula and his legendary connection with the Belmonts was revealed. In Castlevania: Lords of Shadow 2, fans can expect thrilling new twists and challenges. In this shocking conclusion to the Lords of Shadow saga, Dracula returns once again, weakened and yearning for release from his immortal bonds. Facing a new and powerful threat, the vampire lord must reacquire his old powers – and only his castle holds the key. However, the famed Belmont clan also seek his ultimate destruction.",Metascore 63 out of 100,10491,Castlevania: Lords of Shadow 2,X360,2014.0,Action,Konami Digital Entertainment,0.02,0.07,0.0,0.01,0.1
ReCore,"Apr 3, 2018",T,"Assume the role of Joule Adams, a young survivor of a terrible cataclysm who journeys from Earth to the desert world, “Far Eden” to build mankind’s new home. But when Joule wakes after centuries in cryo-sleep, nothing has gone according to plan… With her “Corebot” companion, Mack, Joule begins an adventure to unlock secrets from the past, defeat powerful foes, and bring new life and hope to Far Eden. The Far Eden colony was meant to be a paradise, where humans and Corebots could build a future together. Now, however, most of the Corebots have gone rogue, and the planet is plagued by violent sandstorms. In some areas these storms come and go, altering the terrain and revealing new areas to explore and new challenges to overcome. Defeat your enemies—including massive boss creatures—with creative tactics, split-second timing, and by unleashing your Corebots’ unique abilities. Craft components to customize your Corebots to create your perfect battle party, and then share your creations with other gamers online. [Microsoft]",Metascore 63 out of 100,10816,ReCore,XOne,2016.0,Action,Microsoft Game Studios,0.06,0.03,0.0,0.01,0.1
Forever Kingdom,"Jul 26, 2011",M,"A young swordsman named Darius is joined by his childhood friend Ruyan, and a mysterious woman with incerdible magical talent named Faeana on a quest to stop the mad wizard Darsul from destroying their homeland. The three heroes have been bound by the evil sourcer's curse to suffer a shared fate - either they explore the ruins of an ancient civilization together to find a cure for their affliction, or they will all die. [Agetec]",Metascore 64 out of 100,10867,Forever Kingdom,PS2,2001.0,Role-Playing,From Software,0.02,0.02,0.04,0.01,0.09
Digimon World 4,"Dec 14, 2001",T,"Brace yourself, the Digimon are back and they’re ready for another adventure! All access to the Real World has been terminated, security has been breached, and in the process of the investigation a new mysterious world has been discovered. It's up to you, the Digital Security Guard to investigate and bring peace back to the Digital World. Play as the most popular Digimon from the TV series. Featuring a new enhanced battle system, with real-time battles. Unlock special Digivolved Digimon by mastering skills and techniques.  [Bandai]",Metascore 48 out of 100,11156,Digimon World 4,GC,2005.0,Role-Playing,Namco Bandai Games,0.07,0.02,0.0,0.0,0.09
The Secret Saturdays: Beasts of the 5th Sun,"Jul 19, 2011",T,"Based on the hit The Secret Saturdays TV series on Cartoon Network, you will take control of Zak and the Saturday family as they explore the globe to discover and protect lost Cryptids and stop Argost from destroying the Earth.",Metascore 60 out of 100,10975,The Secret Saturdays: Beasts of the 5th Sun,PSP,2009.0,Action,D3Publisher,0.08,0.0,0.0,0.01,0.09
Astro Boy,"Jun 24, 2008",E,"(Known in Japan as ""Astro Boy Tetsuwan Atom"") As the skies of Metro City fill with giant mechs, Astro, a robot with human emotions, arrives in a blaze of glory to defend all that is good. Fueled by jet-powered legs, he buzzes the menacing beasts and blasts them with lethal laser fire from his fingertips. Astro will stop at nothing to protect the humans and robots of his city and as he does, he discovers he is far more powerful than he ever realized. [Sega]",Metascore 54 out of 100,11247,Astro Boy,PS2,2004.0,Action,Sega,0.04,0.03,0.0,0.01,0.09
Disney's The Haunted Mansion,"Jul 31, 2020",T,"The Disneyland attraction is making a video game appearance in The Haunted Mansion.  In the famous house of wall-to-wall creeps and hot-and-cold running chills, you play Zeke, a boy burdened with the unenviable task of putting 999 evil spirits to rest while trying to keep himself from becoming number 1000.  Inspired by the both the movie and the ride, Haunted Mansion's environments feature unique puzzles, secret passageways, and plenty of areas for you to run, jump, fight, and climb your way through the mansion.  There's no turning back now.",Metascore 71 out of 100,10989,Disney's The Haunted Mansion,XB,2003.0,Platform,Take-Two Interactive,0.07,0.02,0.0,0.0,0.09
Mystic Heroes,"Jun 16, 2010",E,"In Mystic Heroes, it's up to you to find hidden Runes that will help you defeat an enemy army. As one of four main characters, you'll battle through Mt. Hoshin, Mt. Senkai, and The City of the Ancients. In each stage, you must equip your Runes strategically in order to defeat powerful enemies and bosses. The more Runes you gather, the more spells you unlock and levels you advance. There are 70 total Runes hidden throughout the single-player missions and multiplayer modes.",Metascore 67 out of 100,11081,Mystic Heroes,GC,2002.0,Action,Tecmo Koei,0.03,0.01,0.04,0.0,0.09
echochrome,"Mar 4, 2021",E10+,"(Downloadable Game)  Featuring an elegant black and white art design inspired by the works of M.C. Escher, echochrome is a puzzle game unlike any other. With gameplay based on optical illusions, players must utilize five simple laws of perspective to join walkways, hide dangers, and create new paths to reach the ""echos,"" or shadow guides. Once you've mastered the five laws, use them to create your own mind-bending levels to play and share with friends using the custom level editor. Master perspective puzzles based on optical illusions across 56 challenging levels that are exclusive to the PS3 version. [Sony]",Metascore 81 out of 100,10908,echochrome,PSP,2008.0,Puzzle,Sony Computer Entertainment,0.0,0.01,0.08,0.0,0.09
Destroy All Humans! Path of the Furon,"May 22, 2018",T,"In Destroy All Humans! Path of the Furon, players pick up where prequel ""Destroy All Humans! Big Willy Unleashed"" leaves off, controlling Crypto in the Funked out 1970's when mysterious new enemy attacks Earth, sweeping Crypto up in a conspiracy that unravels his groovy new way of life and threatens the very survival of the Furon race. Players take Crypto on a journey of Enlightenment and Destruction as he gains new powers from an alien Kung Fu Master in order to take on his most difficult enemy yet—his own kind. Path of the Furon redefines the series for next-gen—increasing the size, scale and scope of Crypto's arsenal of alien weaponry, mental abilities and destruction. Manipulate or destroy anything in the world, creating disaster movie inspired level of destruction and mayhem. Go anywhere at anytime via an open world mission structure—Explore 5 open world environments without ever leaving the game world, or take on a variety of side missions and mini-games. Next-gen graphics, detailed destruction, new weapons, new mental abilities, expanded UFO capabilities, customized upgrades and co-op and competitive multiplayer gameplay. [THQ]",Metascore 34 out of 100,10958,Destroy All Humans! Path of the Furon,PS3,2009.0,Action,THQ,0.0,0.08,0.0,0.01,0.09
The Legend of Heroes: A Tear of Vermillion,"Jun 25, 2007",E10+,"The game is a single-player turn-based role-playing game featuring more than 100 unique characters to interact with, over 50 hours of gameplay and a deeply involving story line that unfolds in one of  beautifully crafted 3D environments.  Known by the name: Eiyuu Densetsu (""Legend of Heroes"") Gagharv Trilogy: Akai Shizuku (""Crimson Tears"") in Japan, the game is developed by legendary Nihon Falcom in Tokyo. The company is well known for their RPG work on many platforms and brands, including the ""Ys"", ""Brandish"" and ""Sorcerian Series."" While faithful to the ""Legend of Heroes"" series, players unfamiliar with the story will discover an easy-to-pick-up gameplay experience. [Bandai]",Metascore 68 out of 100,10890,The Legend of Heroes: A Tear of Vermillion,PSP,2005.0,Role-Playing,Namco Bandai Games,0.08,0.0,0.0,0.01,0.09
Fighting Fantasy: The Warlock of Firetop Mountain,"Mar 23, 2011",E10+,"Fighting Fantasy: The Warlock of Firetop Mountain is an elaborate roleplaying game based on the legendary book series by Steve Jackson and Ian Livingstone. The ancient Dwarven Keep at Firetop Mountain has been held by the sinister warlock Zagor for decades. Many have tried to plunder the fabled riches hidden deep within the mountain, and none have returned. Only the evil scourge of the warlock and his minions stand in the way of your prize. [Aspyr Media]",Metascore 45 out of 100,10977,Fighting Fantasy: The Warlock of Firetop Mountain,DS,2009.0,Role-Playing,Aspyr,0.09,0.0,0.0,0.01,0.09
Beowulf: The Game,"Sep 12, 2006",T,"Gamers live the life of Beowulf, the legendary Norse warrior with the strength of 30 men who is torn between the nobility and brutality within him. Arrogant, self-serving and lustful for gold and glory, Beowulf journeys to Denmark to destroy a bloodthirsty beast wreaking havoc on a frigid land. But evil persists, and Beowulf succumbs to its lure of even greater fame, quietly maneuvering to claim the Danish throne. As King, Beowulf must face the consequences of ambition, even as war descends on the realm. As Beowulf, players lead their men, called thanes, into battle, slay the Titans of a dying age and crush the enemies that threaten to annihilate both their kingdom and people. Only then, when Beowulf looks Destiny in the eye, will he know what kind of hero he has truly become. Army of up to 12 thanes to unlock as players increase their heroic experience (by saving thanes, killing giant monsters, etc.). Players use the thane army to their advantage by giving orders, assigning positions, tailoring weapons to the situation or enemy and by triggering in-game mechanisms. The thane army evolves with upgradeable weapons (swords, mace and spears), skills and abilities. Use legacy experience points to gain thanes, replace weapons and upgrade Carnal abilities. Carnal Power allows the use of stronger attacks and special weapons. Carnal upgrades include less daze after use and prolonged use of Carnal Fury. But if used too much, there will be grave consequences. Dynamic combat system including combos, parries and increasing skills as the player progresses. Grab ability allows Beowulf to hold on to walls or climb, as well as fight up close with visceral hand-to-hand combat against enemies and giant monsters. [Ubisoft]",Metascore 51 out of 100,11062,Beowulf: The Game,PSP,2007.0,Action,Ubisoft,0.08,0.0,0.0,0.01,0.09
Risen 3: Titan Lords,"Sep 25, 2018",T,"The world of the RPG Risen 3 is abandoned by all gods and suffers from the Titan Wars when a new threat emerges. A young warrior is attacked from the darkness and deprived of his soul. He intends to reclaim what is lost amidst the shadows that is spreading throughout the world. The banned Mages might be powerful allies on his quest. To attain their help, he must find the Mage sanctuary on Taranis, otherwise known as the Island of Thunder. Protected by the Guardians, the Mages search the mines of Taranis for crystals loaded with magic energy.",Metascore 65 out of 100,10840,Risen 3: Titan Lords,PC,2014.0,Role-Playing,Deep Silver,0.0,0.08,0.0,0.01,0.09
The Crew: Wild Run,"Jan 15, 2020",E10+,"The Crew Wild Run takes players to what's known as The Summit, a massive gathering of drivers and racing enthusiasts facing off in a series of extreme events in well-known American locations. Players put their skills to the test competing to find out who would become king of the road. Players are free to choose dragsters designed to reach ridiculous top speeds, drift cars that demonstrate inverted control angles, unstoppable monster trucks that can perform backflips and jumps, or a wide range of agile motorcycles from respected brands geared to take on the fastest cars on and off the road. [Ubisoft]",Metascore 73 out of 100,10893,The Crew: Wild Run,PS4,2015.0,Action,Ubisoft,0.0,0.08,0.0,0.01,0.09
Justice League Heroes,"Jun 20, 2006",E,"Justice League Heroes is an action adventure game with role-playing customization featuring Superman, Batman, Green Lantern, The Flash, Wonder Woman, Martian Manhunter, Zatanna and other unlockable Justice League super heroes. Each hero possesses an array of character-specific, upgradeable superpowers resulting in unique controls and fighting-styles. Engaging in one-to-two player cooperative combat, gamers are be able to customize and master these superpowers as they travel through interactive and destructible environments spanning the farthest corners of the universe. [Eidos Interactive]",Metascore 68 out of 100,11010,Justice League Heroes,DS,2006.0,Role-Playing,Eidos Interactive,0.08,0.0,0.0,0.01,0.09
The Spiderwick Chronicles,"Aug 27, 2020",T,"The Spiderwick Chronicles is a video game based on the theatrical release by Paramount Pictures and Nickelodeon Films. The game recreates the fantastical world of the Spiderwick film and best-selling book series. The Spiderwick Chronicles video game recreates the world of Jared, Simon and Mallory Grace, putting gamers in their shoes as they discover a hidden world of fantastical creatures - sprites, ogres, goblins, brownies and more. [Sierra Entertainment]",Metascore 59 out of 100,11295,The Spiderwick Chronicles,DS,2008.0,Action,Vivendi Games,0.08,0.0,0.0,0.01,0.08
Incredible Crisis,"Jul 27, 2021",T,"The severe fun of Incredible Crisis is all about maintaining your sanity, as you help Taneo's family get home in time for Grandma's Birthday.
It's a happy day and the worst day of their life, as they endure hundreds of hilarious and cardiac-arrest inducing dilemmas.
You'll laugh, cry, freak-out and perhaps soil your shorts, while your mental and physical reflexes are put the test.
The controls are simple, but thumb and forefinger injury is still a risk.
Be warned, this game is severely fun and may cause obsessive compulsive behavior, if not nervous disorders and/or involuntary twitches.",Metascore 80 out of 100,11503,Incredible Crisis,PS,1999.0,Action,Titus,0.04,0.03,0.0,0.01,0.08
Tom Clancy's Splinter Cell: Pandora Tomorrow,"Mar 28, 2005",M,"Tom Clancy's Splinter Cell: Pandora Tomorrow, the sequel to the stealth-action game Splinter Cell, once again casts you in the role of Sam Fisher, who is sent in to destroy top-secret documentation held in the embassy of militia leader Suhadi Sadono.  Use all-new moves and prototype gear to infiltrate buildings and spare the hostages.  This time, you can take your games of espionage against three other players in online multiplayer mode, in which you choose to play as either a mercenary or spy.  You've got the moves and the gear, now put them to use.",Metascore 93 out of 100,11418,Tom Clancy's Splinter Cell: Pandora Tomorrow,GC,2004.0,Action,Ubisoft,0.06,0.02,0.0,0.0,0.08
Legend of the Guardians: The Owls of Ga'Hoole,"Aug 7, 2007",E,"The game invites kids and fans of the film and the popular Guardians of Ga'Hoole book series to join an unlikely band of heroes as they take on the role of a Guardian, a winged warrior and protector of the owl world, in an epic story of good versus evil. Legend of the Guardians: The Owls of Ga'Hoole - The Videogame allows players to customize and control their owl on a thrilling journey across mythic terrains",Metascore 60 out of 100,11668,Legend of the Guardians: The Owls of Ga'Hoole,X360,2010.0,Action,Warner Bros. Interactive Entertainment,0.06,0.01,0.0,0.01,0.08
Captain America: Super Soldier,"Apr 14, 2009",E10+,"Captain America: Super Soldier combines a highly athletic combat system with fluid platforming and a highly tuned suite of shield attacks, as Cap explores a massive castle turned military installation. His shield can be employed in numerous ways: taking out multiple enemies at once, deflecting incoming fire back at enemies, solving puzzles, and scaling walls. Players will be able to launch shield-first into the fray with the superior force of the world's first Super-Soldier at their fingertips and they'll need every bit of that strength to overcome a castle that's both an acrobatic playground for the Captain's physical prowess and a house of mystery with enemies and danger at every turn.",Metascore 60 out of 100,11317,Captain America: Super Soldier,3DS,2011.0,Action,Sega,0.05,0.02,0.0,0.01,0.08
Legend of the Guardians: The Owls of Ga'Hoole,"Aug 7, 2007",E,"The game invites kids and fans of the film and the popular Guardians of Ga'Hoole book series to join an unlikely band of heroes as they take on the role of a Guardian, a winged warrior and protector of the owl world, in an epic story of good versus evil. Legend of the Guardians: The Owls of Ga'Hoole - The Videogame allows players to customize and control their owl on a thrilling journey across mythic terrains",Metascore 60 out of 100,11586,Legend of the Guardians: The Owls of Ga'Hoole,PS3,2010.0,Action,Warner Bros. Interactive Entertainment,0.06,0.01,0.0,0.01,0.08
God Eater Resurrection,"Oct 8, 2019",E,"Confronting an enemy completely immune to conventional weapons, modern society is driven to the point of extinction. One last hope remains. Following the Fenrir Organization’s development of God Arcs, their wielders are organized into an elite force of God Eaters. As the newest recruit to Fenrir’s Far East Branch, discover that in times of adversity, humans will go to any length to survive in God Eater Resurrection. [Playstation.com]",Metascore 70 out of 100,11384,God Eater Resurrection,PS4,2015.0,Action,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08
The Witch and the Hundred Knight,"Mar 29, 2022",T,"Two powerful witches have been battling one another for over a hundred years. Now, the Swamp Witch has unleashed the legendary Dark Knights, and seeks to destroy the Forest Witch once and for all!",Metascore 53 out of 100,11484,The Witch and the Hundred Knight,PS4,2015.0,Role-Playing,Nippon Ichi Software,0.02,0.01,0.05,0.01,0.08
Disaster: Day of Crisis,"Feb 2, 2023",T,"Survive nature's most devastating catastrophes in Disaster: Day of Crisis, a panic-inducing survival game for Wii. In a devastatingly short period of time, an unprecedented wave of natural disasters has pummeled the United States. On top of this inexplicable series of disasters, a rogue special forces unit has taken advantage of the chaos and seized a nuclear weapon. Only Ray, a former member of an elite rescue task force, has decided to take a stand. Cutting-edge physics and gripping visuals re-create the sheer terror of major catastrophes. Players race a car down a mountain to escape a roaring pyroclastic flow, dodge toppling buildings during a devastating earthquake and swim for their lives in a raging flood. No matter what happens, fight to survive. [Nintendo]",Metascore 69 out of 100,11722,Disaster: Day of Crisis,Wii,2008.0,Action,Nintendo,0.0,0.03,0.04,0.0,0.08
Shining Soul II,"Mar 31, 2015",T,"As monsters begin to appear in the kingdom Klantol, King Marcel announces a grand tournament at the coliseum to find a hero that can protect the country. Now, as a mighty Brawler, Priestess, Dark Wizard, or Ninja, you must accept the king's challenge. Each character has certain strengths and weaknesses that can mean the difference between victory and defeat in single-player, multiplayer, or cooperative multiplayer modes. In addition to valuable weapons and armor, you can equip your party with Force Links, which, when combined, create a Shining Force--a powerful weapon capable of decimating the enemy forces.",Metascore 74 out of 100,11346,Shining Soul II,GBA,2003.0,Role-Playing,THQ,0.06,0.02,0.0,0.0,0.08
Samurai Western,"Oct 20, 2003",M,"It's the American West during the 1800's. The days of pioneers and the Gold Rush are ending, and a transcontinental railway is in place. One day, a lone stranger arrives in a tiny, windswept desert town? His long hair is drawn back in a topknot and he wears strange foreign clothes. A mysterious-looking blade that is neither a knife nor a saber hangs from his belt. This mysterious stranger is certainly no gunman, and he ain't no indian? His name is Gojiro Kiryu, and he's bringing justice back to the Old West. Slash your way through 16 different missions. ""Bushido Sense"" allows you to dodge and deflect bullets with superhuman skill. Customize your hero by choosing between 10 different stances each with their own special attacks and powers. Over 100 unlockables including over 25 playable characters, 70 accessories and 20 weapons. Be a Samurai or a Gunman! Unique 2 player mode allows you to play as both. Unleash the power of the samurai in Master Mode and chain hundred-hit combos. [Atlus]",Metascore 58 out of 100,11486,Samurai Western,PS2,2004.0,Action,505 Games,0.04,0.03,0.0,0.01,0.08
Risen 3: Titan Lords,"Sep 25, 2018",T,"The world of the RPG Risen 3 is abandoned by all gods and suffers from the Titan Wars when a new threat emerges. A young warrior is attacked from the darkness and deprived of his soul. He intends to reclaim what is lost amidst the shadows that is spreading throughout the world. The banned Mages might be powerful allies on his quest. To attain their help, he must find the Mage sanctuary on Taranis, otherwise known as the Island of Thunder. Protected by the Guardians, the Mages search the mines of Taranis for crystals loaded with magic energy.",Metascore 65 out of 100,11302,Risen 3: Titan Lords,X360,2014.0,Role-Playing,Deep Silver,0.02,0.06,0.0,0.01,0.08
Divinity II: Ego Draconis,"Jun 20, 2017",T,"Divinity II: Ego Draconis is a story-based role playing game that combines a truly stunning, free roaming world just waiting to be explored, with exhilarating aerial and ground based combat. Get up close and personal in human form - exploring dungeons, grabbing loot and putting the hurt on the many evil denizens of Rivellon - or take to the skies by shape-shifting into a mighty Dragon to explore the mountain peaks and deliver fiery death from above! You will build your character from the ground up, and continue customizing as you gain experience. We want you to be able to define a unique Dragon Knight and create your own legend in the world of Divinity II. [DTP Entertainment]",Metascore 72 out of 100,11721,Divinity II: Ego Draconis,PC,2009.0,Role-Playing,DTP Entertainment,0.01,0.05,0.0,0.01,0.08
Hello Kitty: Roller Rescue,"Oct 25, 2006",T,"The lovable Sanrio character Hello Kitty has made her way onto the GameCube in a new adventure game. In Hello Kitty: Roller Rescue, you'll explore Hello Kitty's 3D world and encounter a variety of characters, villains, and puzzles. You'll interact with more than 20 Sanrio characters that can help you battle enemies.",Metascore 64 out of 100,11350,Hello Kitty: Roller Rescue,GC,2005.0,Action,Empire Interactive,0.06,0.02,0.0,0.0,0.08
The Legend of Alon D'ar,"Dec 4, 2001",T,"A cataclysmic evil is tearing the magical world of Chandar in two. Control a young warrior and assemble a party of heroes, engaging in desperate battle and labyrinthine mystery as you explore this shattered realm. Discover the dark mysteries of the past and become the savior of a world so big, the adventure is boundless... [Ubi Soft]",Metascore 43 out of 100,11460,The Legend of Alon D'ar,PS2,2001.0,Role-Playing,Ubisoft,0.04,0.03,0.0,0.01,0.08
The Secret Saturdays: Beasts of the 5th Sun,"Jul 19, 2011",T,"Based on the hit The Secret Saturdays TV series on Cartoon Network, you will take control of Zak and the Saturday family as they explore the globe to discover and protect lost Cryptids and stop Argost from destroying the Earth.",Metascore 60 out of 100,11301,The Secret Saturdays: Beasts of the 5th Sun,DS,2009.0,Action,D3Publisher,0.08,0.0,0.0,0.01,0.08
Fallout: Brotherhood of Steel,"Aug 21, 2020",T,"In this gritty and darkly humorous 3rd person action adventure, players join the courageous Brotherhood of Steel, whose mission is to maintain peace in the grim post-apocalyptic world of Fallout. Battling raiders, mutants and a host of radioactive nightmares, players attempt to save the scattered remnants of the human race. Life is hard, mutation is rampant and the closet thing to law and order is the fusion-powered pistol that you carry on your hip. [Vivendi Universal]",Metascore 66 out of 100,12215,Fallout: Brotherhood of Steel,PS2,2004.0,Role-Playing,Avalon Interactive,0.03,0.03,0.0,0.01,0.07
One Piece: Unlimited World Red,"Sep 24, 2013",E10+,"Set sail on a gripping adventure in the New World with the beloved Straw Hat Crew in ONE PIECE Unlimited World Red. Dive into a wayfaring journey with fun-filled escapades, action-packed battles and powerful comrades in a whole new never-before- seen scenario. Play as members of the Straw Hat crew and progress through the episodic storyline with encounters against famous bosses like Rob Lucci, Caesar Clown, and more. Master a large variation of flashy combos and test your reflexes by pressing the right button at the right time to counter, dodge or otherwise interact with enemies. Enjoy endless playability by exploring the central town and taking on quests to assist the townfolk and gain more rewards and items.",Metascore 71 out of 100,12218,One Piece: Unlimited World Red,WiiU,2014.0,Action,Namco Bandai Games,0.0,0.04,0.02,0.0,0.07
Crime Lab: Body of Evidence,"Nov 15, 2005",E,"Young FBI agent Nicole Bonnet receives a mysterious package. Inside she finds a complicated mechanism that appears to be a message from a serial killer. This is just the beginning of an epic duel of minds between Nicole and the ruthless murderer, who leaves playing cards by the bodies of his victims as signature. Bonnet will have to use all her wits to solve the case and stop the killer before he strikes again. Does she have what it takes to understand the mind of a psychopath, as complicated as his puzzles?",Metascore 53 out of 100,11996,Crime Lab: Body of Evidence,DS,2010.0,Adventure,City Interactive,0.05,0.01,0.0,0.0,0.07
Prince of Persia: The Fallen King,"Dec 16, 2009",E,"Facing imminent danger, the Prince flees to a deserted kingdom that seemingly offers sanctuary. Already touched by the evil Corruption, a dark substance that physically contaminates the land and the skies, the kingdom is filled with adventure, challenge and intrigue. As the Prince seeks a way to fight the spreading Corruption destroying the land, he encounters a partially infected creature that promises salvation. But is the creature truly an ally or merely an enemy in disguise? It seems this perilous alliance may be the only way for the Prince to face the forces of darkness and save the Persian kingdom from the Corruption once and for all. Use the DS stylus to master the acrobatics, strategy and fighting tactics of the most agile warrior of all time. Immerse yourself in the captivating Prince of Persia universe with an original and independent story that closely coincides with the action of the console & PC editions of the game. Brand-new art design delivers incredible environments in over 50+ maps. Explore deserted cities, dark labyrinths and forbidding jungles to battle the evil Corruption. Play as the all-new character: the Magus: Switch between the Prince and this mysterious new ally to fight, solve puzzles and utilize his magical powers to make your way through the corrupted land. [Ubisoft]",Metascore 64 out of 100,12161,Prince of Persia: The Fallen King,DS,2008.0,Action,Ubisoft,0.06,0.01,0.0,0.01,0.07
Bomberman Max 2: Red Advance,"Apr 5, 2016",E,"On its own merits, Bomberman MAX 2 is a fun adventure game with a decent collecting aspect and a few fun minigames.",Metascore 75 out of 100,11804,Bomberman Max 2: Red Advance,GBA,2002.0,Puzzle,Vivendi Games,0.05,0.02,0.0,0.0,0.07
Emergency 2012,"May 31, 2011",M,"Warning! The world as we know it is out of control! As the head of all rescue operations - you must ensure that the job gets done with all fire and rescue services, police and specialist personnel. The world is counting on you - can you handle the pressure?",Metascore 61 out of 100,11979,Emergency 2012,PC,2010.0,Simulation,Deep Silver,0.01,0.04,0.0,0.01,0.07
Spawn: Armageddon,"Jul 26, 2017",T,"Spawn: Armageddon, based on Todd McFarlane's creation, is a 3-D action/adventure that will give players access to all of his distinctive abilities - his superhuman strength, hand-to-hand combat techniques, his arsenal of weaponry, his Hell Powers and, of course, his living symbiotic costume. Caught between the battle of Good vs. Evil, he struggles to break free from the controlling influences of Heaven and Hell. [Namco]",Metascore 56 out of 100,12138,Spawn: Armageddon,GC,2003.0,Action,Electronic Arts,0.05,0.01,0.0,0.0,0.07
Disney Infinity,"May 14, 2002",M,"In Disney's most ambitious video game initiative ever, Disney Infinity introduces an all-new game universe where a spark of imagination unlocks a fantastical world where players have unprecedented freedom and endless opportunity to create stories and play experiences starring the beloved characters from Walt Disney and Pixar Animation Studios' most popular franchises.",Metascore 74 out of 100,12230,Disney Infinity,PSV,2013.0,Action,Disney Interactive Studios,0.05,0.0,0.0,0.02,0.07
Fable: The Lost Chapters,"Mar 23, 2012",E10+,"Fable: The Lost Chapters is fully optimized for the Windows platform complete with expanded content, greater customization, new quests and enhanced graphics. Your every action determines your character's skills, appearance and morality. Your character's life story is created from childhood through to adulthood and on to old age. Grow from an inexperienced child into the most powerful being in the world, spoken of by all and immortalized in legend. As additional story and side quests await, choose the path of righteousness, or dedicate your life to evil, and see yourself transform into a reflection of your actions and decisions. Age leaves you wizened and battle leaves you scarred as you explore the world of Albion and the plethora of expanded and enhanced content. With experience comes advancement and physical change, whether it be expanding muscles, a keen eye and nimble form, or the buzz of magical energies around your finger tips. As you develop your alter ego, the world reacts to you and your actions. People comment on your successes and failures, your appearance, and your behavior. Fable: The Lost Chapters offers Windows gamers even more character customization choices that will impact your appearance. The denizens of Albion's many opinions are expressed through applause, mockery, trepidation, panic, and even flirtation if they feel so inclined. Each person you aid, each flower you crush, each creature you slay, will change this world forever. In Fable: The Lost Chapters, gamers decide: ""Who will I be?"" [Microsoft]",Metascore 83 out of 100,11946,Fable: The Lost Chapters,PC,2005.0,Role-Playing,Microsoft Game Studios,0.01,0.05,0.0,0.01,0.07
Metal Gear Solid,"Jun 21, 2024",M,"You are Snake, a government agent on a mission to regain control of a secret nuclear weapons base from terrorist hands. Lightly armed and facing an army of foes, Snake must avoid firefights in order to survive. If Snake can locate them he can utilize advanced hardware, ranging from silenced pistols to ground-to-air missiles. Enemies react to sight and sound - so stay quiet and stay in the shadows. State-of-the-art graphics: textures, transparencies, models and explosions. Taut, gripping story with multiple endings - a truly cinematic experience.",Metascore 94 out of 100,11950,Metal Gear Solid,GB,2000.0,Action,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07
